g	1	0	420543.0
g	1	1	-65920.0
h	1	1	 24992.0
g	2	0	 -5118.0
g	2	1	-61904.0
g	2	2	 49690.0
h	2	1	-36052.0
h	2	2	  5250.0
g	3	0	 -1576.0
g	3	1	-52036.0
g	3	2	 24386.0
g	3	3	-17597.0
h	3	1	 -8804.0
h	3	2	 40829.0
h	3	3	-31586.0
g	4	0	-16758.0
g	4	1	 22210.0
g	4	2	 -6074.0
g	4	3	-20243.0
g	4	4	  6643.0
h	4	1	  7557.0
h	4	2	 40411.0
h	4	3	-16597.0
h	4	4	  3866.0
