g	1	0	406400
g	1	1	-67500
h	1	1	26900
g	2	0	-9800
g	2	1	-75700
h	2	1	-55600
g	2	2	55000
h	2	2	11000
g	3	0	-306
g	3	1	-33300
h	3	1	-61500
g	3	2	24900
h	3	2	46500
g	3	3	-35000
h	3	3	-26400
