h 27 10       -18.1
h 27 11        13.2
h 27 12        31.8
h 27 13        20.7
h 27 14       -14.4
h 27 15        30.7
h 27 16        41.0
h 27 17        23.0
h 27 18       -56.4
h 27 19         1.6
h 27 20       -14.7
h 27 21       -16.3
h 27 22       -31.1
h 27 23       -32.5
h 27 24       -49.2
h 27 25        79.7
h 27 26       -45.3
h 27 27        35.8
g 28  0       -66.8
g 28  1       -19.6
g 28  2        -3.9
g 28  3        27.8
g 28  4        -9.3
g 28  5        -6.2
g 28  6       -12.2
g 28  7        -6.2
g 28  8        16.7
g 28  9        -9.1
g 28 10        17.8
g 28 11        34.2
g 28 12        -0.4
g 28 13       -30.6
g 28 14        -3.2
g 28 15         2.9
g 28 16         1.7
g 28 17       -19.7
g 28 18         2.2
g 28 19        16.7
g 28 20       -20.5
g 28 21        -3.5
g 28 22         9.8
g 28 23         7.6
g 28 24        12.8
g 28 25       -35.4
g 28 26        43.7
g 28 27        10.5
g 28 28       -23.6
h 28  1        -9.5
h 28  2        37.4
h 28  3        14.0
h 28  4       -46.1
h 28  5        -2.3
h 28  6        34.7
h 28  7        -6.7
h 28  8        21.6
h 28  9       -33.1
h 28 10        16.6
h 28 11        -0.5
h 28 12       -20.5
h 28 13        -3.9
h 28 14       -16.5
h 28 15        14.5
h 28 16        20.4
h 28 17       -14.2
h 28 18        15.7
h 28 19       -12.9
h 28 20       -11.8
h 28 21       -42.8
h 28 22        -8.6
h 28 23        27.4
h 28 24       -67.5
h 28 25        -2.2
h 28 26       -19.2
h 28 27        28.9
h 28 28        79.4
g 29  0        15.3
g 29  1       -22.2
g 29  2         8.2
g 29  3         5.4
g 29  4       -10.1
g 29  5        -4.4
g 29  6       -13.1
g 29  7        -6.5
g 29  8         3.0
g 29  9         4.2
g 29 10       -19.7
g 29 11        13.2
g 29 12         1.2
g 29 13         6.9
g 29 14        -7.7
g 29 15        -1.8
g 29 16         6.1
g 29 17       -27.1
g 29 18       -11.2
g 29 19        40.6
g 29 20         8.1
g 29 21       -14.3
g 29 22        23.9
g 29 23        11.5
g 29 24         2.0
g 29 25        -9.8
g 29 26         5.2
g 29 27         4.1
g 29 28        42.8
g 29 29         5.3
h 29  1       -23.6
h 29  2        13.4
h 29  3         0.8
h 29  4         9.2
h 29  5        -9.7
h 29  6        17.2
h 29  7        11.0
h 29  8         4.0
h 29  9        14.7
h 29 10        13.9
h 29 11        -2.4
h 29 12       -28.1
h 29 13       -21.7
h 29 14         1.6
h 29 15         1.5
h 29 16        -9.8
h 29 17       -21.9
h 29 18        26.9
h 29 19       -15.6
h 29 20       -12.6
h 29 21       -28.6
h 29 22         8.0
h 29 23        25.6
h 29 24       -11.0
h 29 25       -10.3
h 29 26       -17.9
h 29 27         2.0
h 29 28         5.8
h 29 29        40.6
g 30  0        32.2
g 30  1        -0.1
g 30  2         8.0
g 30  3       -12.8
g 30  4        -0.8
g 30  5        -4.6
g 30  6        -3.2
g 30  7         0.8
g 30  8        -5.9
g 30  9         4.4
g 30 10       -14.3
g 30 11        -9.4
g 30 12         8.0
g 30 13        16.1
g 30 14        -3.3
g 30 15         3.6
g 30 16         3.7
g 30 17         1.0
g 30 18       -10.9
g 30 19         4.3
g 30 20        21.2
g 30 21        -5.4
g 30 22         0.7
g 30 23        -5.2
g 30 24       -13.0
g 30 25         5.0
g 30 26       -19.2
g 30 27       -14.3
g 30 28        32.1
g 30 29        28.0
g 30 30        26.9
h 30  1        -1.0
h 30  2       -10.2
h 30  3        -8.8
h 30  4        29.1
h 30  5        -2.4
h 30  6       -10.4
h 30  7         6.7
h 30  8        -4.9
h 30  9        16.9
h 30 10         2.3
h 30 11        -1.6
h 30 12        -3.2
h 30 13       -14.0
h 30 14         8.2
h 30 15         0.5
h 30 16        -9.8
h 30 17        -4.4
h 30 18         6.2
h 30 19        -5.8
h 30 20        -4.7
h 30 21         0.1
h 30 22        10.2
h 30 23        -3.4
h 30 24         9.9
h 30 25        -2.5
h 30 26       -11.7
h 30 27       -10.5
h 30 28       -21.5
h 30 29        14.6
h 30 30        38.3
