g	1	0	409200.00
g	1	1	-70500.00
h	1	1	23100.00
g	2	0	-3300.00
g	2	1	-69900.00
h	2	1	-53100.00
g	2	2	53700.00
h	2	2	7400.00
g	3	0	11300.00
g	3	1	-58500.00
h	3	1	-42300.00
g	3	2	28300.00
h	3	2	12000.00
g	3	3	6700.00
h	3	3	-17100.00
