g	1	0	420000
g	1	1	-69750
h	1	1	19730
g	2	0	64410
g	2	1	-86720
h	2	1	-40410
g	2	2	95980
h	2	2	60300
g	3	0	-10580
g	3	1	-59000
h	3	1	-23100
g	3	2	63220
h	3	2	51600
g	3	3	46710
h	3	3	-11310
g	4	0	-74660
g	4	1	32820
h	4	1	32820
g	4	2	-33800
h	4	2	-21310
g	4	3	18260
h	4	3	-6060
g	4	4	-14290
h	4	4	-4860
g	5	0	-6600
g	5	1	7370
h	5	1	20650
g	5	2	-17110
h	5	2	-11670
g	5	3	-17930
h	5	3	-2880
g	5	4	-770
h	5	4	-500
g	5	5	-7400
h	5	5	-22790
