g	1	0	410879.00
g	1	1	-67885.00
h	1	1	22881.00
g	2	0	7086.00
g	2	1	-64371.00
h	2	1	-30924.00
g	2	2	46437.00
h	2	2	13288.00
g	3	0	-5104.00
g	3	1	-15682.00
h	3	1	-15040.00
g	3	2	25148.00
h	3	2	45743.00
g	3	3	-4253.00
h	3	3	-21705.00
