g	1	0	414400.00
g	1	1	-69200.00
h	1	1	23500.00
g	2	0	3600.00
g	2	1	-58100.00
h	2	1	-42700.00
g	2	2	44200.00
h	2	2	13400.00
g	3	0	-4700.00
g	3	1	-50200.00
h	3	1	-34200.00
g	3	2	35200.00
h	3	2	29600.00
g	3	3	-13600.00
h	3	3	4100.00
