g	1	0	420100
g	1	1	-65700
h	1	1	25800
g	2	0	-21100
g	2	1	-68600
h	2	1	-46100
g	2	2	50900
h	2	2	11000
g	3	0	-18600
g	3	1	-200
h	3	1	-57500
g	3	2	15000
h	3	2	51200
g	3	3	-23500
h	3	3	30700
