g	 1	   0	   410244.7
g	 1	   1	   -71498.3
h	 1	   1	    21330.5
g	 2	   0	    11670.4
g	 2	   1	   -56835.8
h	 2	   1	   -42027.3
g	 2	   2	    48689.5
h	 2	   2	    19353.2
g	 3	   0	     4018.6
g	 3	   1	   -37791.1
h	 3	   1	   -32957.3
g	 3	   2	    15926.3
h	 3	   2	    42084.5
g	 3	   3	    -2710.5
h	 3	   3	   -27544.2
g	 4	   0	   -34645.4
g	 4	   1	    -8247.6
h	 4	   1	    31994.5
g	 4	   2	    -2406.1
h	 4	   2	    27811.2
g	 4	   3	   -11083.8
h	 4	   3	     -926.1
g	 4	   4	   -17837.2
h	 4	   4	      367.1
g	 5	   0	   -18023.6
g	 5	   1	     4683.9
h	 5	   1	    45347.9
g	 5	   2	    16160.0
h	 5	   2	     -749.0
g	 5	   3	   -16402.0
h	 5	   3	     6268.5
g	 5	   4	    -2600.7
h	 5	   4	    10859.6
g	 5	   5	    -3660.7
h	 5	   5	     9608.4
g	 6	   0	   -20819.6
g	 6	   1	     9992.9
h	 6	   1	    14533.1
g	 6	   2	    11791.8
h	 6	   2	   -10592.9
g	 6	   3	   -12574.7
h	 6	   3	      568.6
g	 6	   4	     2669.7
h	 6	   4	    12871.7
g	 6	   5	     1113.2
h	 6	   5	    -4147.8
g	 6	   6	     7584.9
h	 6	   6	     3604.4
g	 7	   0	      598.4
g	 7	   1	     4665.9
h	 7	   1	    -7626.3
g	 7	   2	    -6495.7
h	 7	   2	   -10948.4
g	 7	   3	    -2516.5
h	 7	   3	     2633.3
g	 7	   4	    -6448.5
h	 7	   4	     5394.2
g	 7	   5	     1855.3
h	 7	   5	    -6050.8
g	 7	   6	    -2892.9
h	 7	   6	    -1526.0
g	 7	   7	     2968.0
h	 7	   7	    -5684.2
g	 8	   0	    10059.2
g	 8	   1	     1934.4
h	 8	   1	    -2409.7
g	 8	   2	    -6702.9
h	 8	   2	   -11614.6
g	 8	   3	      153.7
h	 8	   3	     9287.0
g	 8	   4	    -4124.2
h	 8	   4	     -911.9
g	 8	   5	     -867.2
h	 8	   5	     2754.5
g	 8	   6	    -3740.6
h	 8	   6	    -2446.1
g	 8	   7	     -732.4
h	 8	   7	     1207.3
g	 8	   8	    -2433.2
h	 8	   8	    -2887.3
g	 9	   0	     9671.8
g	 9	   1	    -3046.2
h	 9	   1	    -8467.4
g	 9	   2	      260.9
h	 9	   2	    -1383.8
g	 9	   3	     2071.3
h	 9	   3	     5697.7
g	 9	   4	     3329.6
h	 9	   4	    -2056.3
g	 9	   5	    -2523.1
h	 9	   5	     3081.5
g	 9	   6	     1787.1
h	 9	   6	     -721.2
g	 9	   7	    -1148.2
h	 9	   7	     1352.5
g	 9	   8	     1276.5
h	 9	   8	     -210.1
g	 9	   9	    -1976.8
h	 9	   9	     1567.6
g	10	   0	    -2299.5
g	10	   1	     2009.7
h	10	   1	    -4692.6
g	10	   2	     2127.8
h	10	   2	     4445.8
g	10	   3	     3498.3
h	10	   3	    -2378.6
g	10	   4	     2967.6
h	10	   4	    -2204.3
g	10	   5	       16.3
h	10	   5	      164.1
g	10	   6	     1806.5
h	10	   6	    -1361.6
g	10	   7	      -46.5
h	10	   7	    -2031.5
g	10	   8	     2897.8
h	10	   8	     1411.8
g	10	   9	      574.5
h	10	   9	     -714.3
g	10	  10	     1298.9
h	10	  10	     1676.5
